Datetime,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-07-18 09:30:00-04:00,193.35000610351562,193.5800018310547,192.7949981689453,192.98500061035156,192.98500061035156,9908873,AAPL
2023-07-18 10:30:00-04:00,193.0,193.65499877929688,192.88999938964844,193.14500427246094,193.14500427246094,4922994,AAPL
2023-07-18 11:30:00-04:00,193.14500427246094,193.25999450683594,192.57000732421875,192.7050018310547,192.7050018310547,6601926,AAPL
2023-07-18 12:30:00-04:00,192.6999969482422,192.9398956298828,192.4149932861328,192.93499755859375,192.93499755859375,4179318,AAPL
2023-07-18 13:30:00-04:00,192.94000244140625,193.7899932861328,192.89999389648438,193.75999450683594,193.75999450683594,3752506,AAPL
2023-07-18 14:30:00-04:00,193.77000427246094,194.147705078125,193.53140258789062,193.94000244140625,193.94000244140625,5030580,AAPL
2023-07-18 15:30:00-04:00,193.9199981689453,194.3300018310547,193.5399932861328,193.72999572753906,193.72999572753906,6945845,AAPL
2023-07-19 09:30:00-04:00,193.10000610351562,193.5399932861328,192.64999389648438,192.77999877929688,192.77999877929688,9832539,AAPL
2023-07-19 10:30:00-04:00,192.77999877929688,193.38999938964844,192.6999969482422,193.13099670410156,193.13099670410156,6477212,AAPL
2023-07-19 11:30:00-04:00,193.1300048828125,198.22999572753906,193.10000610351562,195.11000061035156,195.11000061035156,26832033,AAPL
2023-07-19 12:30:00-04:00,195.11000061035156,195.6999969482422,194.30999755859375,194.33999633789062,194.33999633789062,9643363,AAPL
2023-07-19 13:30:00-04:00,194.33999633789062,194.9300994873047,194.06520080566406,194.64500427246094,194.64500427246094,5334040,AAPL
2023-07-19 14:30:00-04:00,194.64999389648438,195.72000122070312,194.63999938964844,195.3800048828125,195.3800048828125,5464164,AAPL
2023-07-19 15:30:00-04:00,195.3699951171875,195.4499969482422,194.92999267578125,195.0850067138672,195.0850067138672,4574533,AAPL
2023-07-20 09:30:00-04:00,195.08999633789062,196.47000122070312,194.70199584960938,194.9080047607422,194.9080047607422,14270108,AAPL
2023-07-20 10:30:00-04:00,194.90260314941406,194.96499633789062,193.95010375976562,194.60000610351562,194.60000610351562,7582116,AAPL
2023-07-20 11:30:00-04:00,194.61000061035156,195.58990478515625,194.25999450683594,194.6199951171875,194.6199951171875,7531649,AAPL
2023-07-20 12:30:00-04:00,194.5800018310547,194.97999572753906,193.8800048828125,194.25999450683594,194.25999450683594,5336329,AAPL
2023-07-20 13:30:00-04:00,194.25,194.5500030517578,193.1199951171875,193.19009399414062,193.19009399414062,4183300,AAPL
2023-07-20 14:30:00-04:00,193.19000244140625,193.49000549316406,192.4949951171875,192.5449981689453,192.5449981689453,5840450,AAPL
2023-07-20 15:30:00-04:00,192.5449981689453,193.41000366210938,192.52000427246094,193.13999938964844,193.13999938964844,6715192,AAPL
2023-07-21 09:30:00-04:00,194.10000610351562,194.97000122070312,192.8300018310547,192.8699951171875,192.8699951171875,13229329,AAPL
2023-07-21 10:30:00-04:00,192.86129760742188,193.80999755859375,192.80999755859375,193.59500122070312,193.59500122070312,5063006,AAPL
2023-07-21 11:30:00-04:00,193.59500122070312,193.77000427246094,192.5800018310547,192.6082000732422,192.6082000732422,5628413,AAPL
2023-07-21 12:30:00-04:00,192.62469482421875,192.72000122070312,191.9600067138672,192.6999969482422,192.6999969482422,4075783,AAPL
2023-07-21 13:30:00-04:00,192.6999969482422,193.22000122070312,192.38999938964844,192.72500610351562,192.72500610351562,4254936,AAPL
2023-07-21 14:30:00-04:00,192.72999572753906,193.0399932861328,192.1300048828125,192.39999389648438,192.39999389648438,3551173,AAPL
2023-07-21 15:30:00-04:00,192.41000366210938,192.4600067138672,191.22999572753906,191.92999267578125,191.92999267578125,8490066,AAPL
2023-07-24 09:30:00-04:00,193.41000366210938,194.91000366210938,192.9600067138672,193.72999572753906,193.72999572753906,12627793,AAPL
2023-07-24 10:30:00-04:00,193.72779846191406,193.82000732421875,192.97999572753906,193.27000427246094,193.27000427246094,4240973,AAPL
2023-07-24 11:30:00-04:00,193.25999450683594,193.42010498046875,192.8300018310547,193.1649932861328,193.1649932861328,8403353,AAPL
2023-07-24 12:30:00-04:00,193.17999267578125,193.25,192.88999938964844,192.97999572753906,192.97999572753906,2855093,AAPL
2023-07-24 13:30:00-04:00,192.97000122070312,193.45989990234375,192.76499938964844,193.2449951171875,193.2449951171875,3096938,AAPL
2023-07-24 14:30:00-04:00,193.24249267578125,193.25,192.35000610351562,192.3699951171875,192.3699951171875,3938200,AAPL
2023-07-24 15:30:00-04:00,192.37229919433594,192.7899932861328,192.25,192.73500061035156,192.73500061035156,3506994,AAPL
2023-07-25 09:30:00-04:00,193.36000061035156,194.1999969482422,192.9149932861328,193.39500427246094,193.39500427246094,7751435,AAPL
2023-07-25 10:30:00-04:00,193.39500427246094,193.97999572753906,193.22999572753906,193.82000732421875,193.82000732421875,3846276,AAPL
2023-07-25 11:30:00-04:00,193.8300018310547,194.1300048828125,193.61000061035156,193.7646942138672,193.7646942138672,3122238,AAPL
2023-07-25 12:30:00-04:00,193.75,194.22999572753906,193.61500549316406,194.1999969482422,194.1999969482422,2658117,AAPL
2023-07-25 13:30:00-04:00,194.2100067138672,194.25999450683594,193.8699951171875,194.12120056152344,194.12120056152344,2495488,AAPL
2023-07-25 14:30:00-04:00,194.1300048828125,194.44000244140625,193.91000366210938,194.27499389648438,194.27499389648438,5108157,AAPL
2023-07-25 15:30:00-04:00,194.27000427246094,194.32000732421875,193.60000610351562,193.6300048828125,193.6300048828125,4388854,AAPL
2023-07-26 09:30:00-04:00,193.6699981689453,194.17999267578125,193.32000732421875,193.97999572753906,193.97999572753906,7467392,AAPL
2023-07-26 10:30:00-04:00,193.97230529785156,194.72000122070312,193.92999267578125,194.24000549316406,194.24000549316406,5368084,AAPL
2023-07-26 11:30:00-04:00,194.24000549316406,194.94000244140625,194.2200927734375,194.50999450683594,194.50999450683594,2946172,AAPL
2023-07-26 12:30:00-04:00,194.5,194.75,194.18499755859375,194.36000061035156,194.36000061035156,3037029,AAPL
2023-07-26 13:30:00-04:00,194.33999633789062,194.74000549316406,193.94000244140625,194.27000427246094,194.27000427246094,3468186,AAPL
2023-07-26 14:30:00-04:00,194.25,195.63999938964844,193.66000366210938,194.21499633789062,194.21499633789062,8674836,AAPL
2023-07-26 15:30:00-04:00,194.2100067138672,194.85000610351562,193.86000061035156,194.52000427246094,194.52000427246094,5099963,AAPL
2023-07-27 09:30:00-04:00,196.02000427246094,197.1999969482422,195.82000732421875,195.97000122070312,195.97000122070312,10214797,AAPL
2023-07-27 10:30:00-04:00,195.97999572753906,196.64990234375,195.4499969482422,196.13999938964844,196.13999938964844,5564699,AAPL
